Message Type,Sequence Number,Latitude,Longitude,Heading
LCV_BS6_OBD2_PERIODIC,42295,12.91969,79.86944,246.83
LCV_BS6_OBD2_PERIODIC,42296,12.91929,79.86848,246.97
LCV_BS6_OBD2_PERIODIC,42297,12.91889,79.86742,250.88
LCV_BS6_OBD2_PERIODIC,42298,12.91854,79.86643,249.36
GPS_MESSAGE,6,12.91821,79.86578,241
LCV_BS6_OBD2_PERIODIC,42299,12.91821,79.86578,241.47
LCV_BS6_OBD2_PERIODIC,42300,12.91796,79.86523,244.94
LCV_BS6_OBD2_PERIODIC,42301,12.91771,79.86455,247.89
LCV_BS6_OBD2_PERIODIC,42302,12.91743,79.86376,250.83
LCV_BS6_OBD2_PERIODIC,42303,12.91719,79.86301,253.3
LCV_BS6_OBD2_PERIODIC,42304,12.91698,79.86217,253.27
LCV_BS6_OBD2_PERIODIC,42305,12.91668,79.86128,250.83
LCV_BS6_OBD2_PERIODIC,42306,12.91636,79.86061,244.52
LCV_BS6_OBD2_PERIODIC,42307,12.91606,79.85996,240.91
LCV_BS6_OBD2_PERIODIC,42308,12.9157,79.8593,238.44
GPS_MESSAGE,1,12.91533,79.85872,234
LCV_BS6_OBD2_PERIODIC,42309,12.91533,79.85872,234.36
LCV_BS6_OBD2_PERIODIC,42310,12.91511,79.85834,233.25
LCV_BS6_OBD2_PERIODIC,42311,12.91488,79.85798,239.17
LCV_BS6_OBD2_PERIODIC,42312,12.91473,79.85774,239.47
LCV_BS6_OBD2_PERIODIC,42313,12.91454,79.85744,236.41
LCV_BS6_OBD2_PERIODIC,42314,12.91439,79.85715,239.89
LCV_BS6_OBD2_PERIODIC,42315,12.91423,79.85681,242.71
LCV_BS6_OBD2_PERIODIC,42316,12.91405,79.85652,237.72
LCV_BS6_OBD2_PERIODIC,42317,12.91389,79.85625,243.69
LCV_BS6_OBD2_PERIODIC,42318,12.91378,79.85596,257.63
GPS_MESSAGE,13,12.91362,79.85555,241
LCV_BS6_OBD2_PERIODIC,42319,12.91362,79.85555,241.25
LCV_BS6_OBD2_PERIODIC,42320,12.91331,79.85497,241.3
LCV_BS6_OBD2_PERIODIC,42321,12.91294,79.85422,243.66
LCV_BS6_OBD2_PERIODIC,42322,12.91252,79.85331,244.57
LCV_BS6_OBD2_PERIODIC,42323,12.91203,79.85224,246.27
LCV_BS6_OBD2_PERIODIC,42324,12.91165,79.85104,256.63
LCV_BS6_OBD2_PERIODIC,42325,12.9115,79.84985,265.47
LCV_BS6_OBD2_PERIODIC,42326,12.91141,79.84864,263.55
LCV_BS6_OBD2_PERIODIC,42327,12.91122,79.84743,259.27
LCV_BS6_OBD2_PERIODIC,42328,12.91098,79.84621,258.02
GPS_MESSAGE,8,12.91077,79.84501,259
LCV_BS6_OBD2_PERIODIC,42329,12.91077,79.84501,259.77
LCV_BS6_OBD2_PERIODIC,42330,12.91057,79.84378,258.73
LCV_BS6_OBD2_PERIODIC,42331,12.91031,79.84261,256.95
LCV_BS6_OBD2_PERIODIC,42332,12.91007,79.84145,258.29
LCV_BS6_OBD2_PERIODIC,42333,12.90983,79.84027,258.54
LCV_BS6_OBD2_PERIODIC,42334,12.90959,79.83912,255.22
LCV_BS6_OBD2_PERIODIC,42335,12.90932,79.83798,256.25
LCV_BS6_OBD2_PERIODIC,42336,12.90901,79.83682,254.11
LCV_BS6_OBD2_PERIODIC,42337,12.90867,79.83614,253.41
LCV_BS6_OBD2_PERIODIC,42338,12.90846,79.83543,253.88
GPS_MESSAGE,4,12.90829,79.8347,254
LCV_BS6_OBD2_PERIODIC,42339,12.90829,79.8347,254.28
LCV_BS6_OBD2_PERIODIC,42340,12.90814,79.83401,253.97
LCV_BS6_OBD2_PERIODIC,42341,12.90786,79.83326,249.41
LCV_BS6_OBD2_PERIODIC,42342,12.90758,79.8326,250.03
LCV_BS6_OBD2_PERIODIC,42343,12.90734,79.83192,247.82
LCV_BS6_OBD2_PERIODIC,42344,12.90704,79.83113,250.38
LCV_BS6_OBD2_PERIODIC,42345,12.90684,79.83032,253.39
LCV_BS6_OBD2_PERIODIC,42346,12.90663,79.82948,252.16
LCV_BS6_OBD2_PERIODIC,42347,12.90633,79.82856,250.89
LCV_BS6_OBD2_PERIODIC,42348,12.90598,79.8276,247.36
GPS_MESSAGE,14,12.9055,79.82657,244
LCV_BS6_OBD2_PERIODIC,42349,12.9055,79.82657,244.91
LCV_BS6_OBD2_PERIODIC,42350,12.90507,79.82549,254.85
LCV_BS6_OBD2_PERIODIC,42351,12.90486,79.82446,256.41
LCV_BS6_OBD2_PERIODIC,42352,12.90465,79.82351,256.95
LCV_BS6_OBD2_PERIODIC,42353,12.90448,79.82254,259.01
LCV_BS6_OBD2_PERIODIC,42354,12.9043,79.82157,259.98
LCV_BS6_OBD2_PERIODIC,42355,12.90414,79.82051,262.13
LCV_BS6_OBD2_PERIODIC,42356,12.90398,79.81943,262.97
LCV_BS6_OBD2_PERIODIC,42357,12.90389,79.81853,261.45
LCV_BS6_OBD2_PERIODIC,42358,12.90369,79.81768,254.63
GPS_MESSAGE,9,12.90333,79.81687,242
LCV_BS6_OBD2_PERIODIC,42359,12.90333,79.81687,242
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,42360,12.90297,79.81627,239.5
LCV_BS6_OBD2_PERIODIC,42361,12.90263,79.81563,242.47
LCV_BS6_OBD2_PERIODIC,42362,12.90229,79.81499,246.58
LCV_BS6_OBD2_PERIODIC,42363,12.90199,79.81429,242.72
LCV_BS6_OBD2_PERIODIC,42364,12.90168,79.81361,247.8
LCV_BS6_OBD2_PERIODIC,42365,12.90149,79.81311,249.47
LCV_BS6_OBD2_PERIODIC,42366,12.90125,79.81263,244.72
LCV_BS6_OBD2_PERIODIC,42367,12.90093,79.81197,242.58
LCV_BS6_OBD2_PERIODIC,42368,12.90055,79.81113,244.8
GPS_MESSAGE,3,12.90012,79.81027,241
LCV_BS6_OBD2_PERIODIC,42369,12.90012,79.81027,241.35
LCV_BS6_OBD2_PERIODIC,42370,12.89957,79.80933,238.3
LCV_BS6_OBD2_PERIODIC,42371,12.89896,79.80832,237.02
LCV_BS6_OBD2_PERIODIC,42372,12.8983,79.80729,236.6
LCV_BS6_OBD2_PERIODIC,42373,12.89765,79.80628,236.17
LCV_BS6_OBD2_PERIODIC,42374,12.89699,79.80525,235.32
LCV_BS6_OBD2_PERIODIC,42375,12.89632,79.8043,233.46
LCV_BS6_OBD2_PERIODIC,42376,12.89578,79.80361,233.47
LCV_BS6_OBD2_PERIODIC,42377,12.89533,79.80287,240.75
LCV_BS6_OBD2_PERIODIC,42378,12.89495,79.80211,245.19
GPS_MESSAGE,12,12.89461,79.80134,245
LCV_BS6_OBD2_PERIODIC,42379,12.89461,79.80134,245.55
LCV_BS6_OBD2_PERIODIC,42380,12.89427,79.80058,243.52
LCV_BS6_OBD2_PERIODIC,42381,12.89394,79.79981,248.55
LCV_BS6_OBD2_PERIODIC,42382,12.89358,79.79892,244.58
LCV_BS6_OBD2_PERIODIC,42383,12.89314,79.798,243.07
LCV_BS6_OBD2_PERIODIC,42384,12.89265,79.79702,245.91
LCV_BS6_OBD2_PERIODIC,42385,12.89218,79.79599,241.21
LCV_BS6_OBD2_PERIODIC,42386,12.89146,79.79504,229.78
LCV_BS6_OBD2_PERIODIC,42387,12.89067,79.79447,217.69
LCV_BS6_OBD2_PERIODIC,42388,12.89037,79.79434,222.49
GPS_MESSAGE,3,12.89022,79.79433,200
LCV_BS6_OBD2_PERIODIC,42389,12.89022,79.79433,200.61
LCV_BS6_OBD2_PERIODIC,42390,12.88991,79.7943,203.36
LCV_BS6_OBD2_PERIODIC,42391,12.88963,79.79412,221.72
LCV_BS6_OBD2_PERIODIC,42392,12.88935,79.7939,215.39
LCV_BS6_OBD2_PERIODIC,42393,12.88913,79.79368,228.25
LCV_BS6_OBD2_PERIODIC,42394,12.88888,79.79343,227.42
LCV_BS6_OBD2_PERIODIC,42395,12.88858,79.79307,230.24
LCV_BS6_OBD2_PERIODIC,42396,12.88835,79.7927,240.13
LCV_BS6_OBD2_PERIODIC,42397,12.88818,79.7922,237.55
LCV_BS6_OBD2_PERIODIC,42398,12.88783,79.79173,231.86
GPS_MESSAGE,15,12.88745,79.79128,232
LCV_BS6_OBD2_PERIODIC,42399,12.88745,79.79128,232.58
LCV_BS6_OBD2_PERIODIC,42400,12.88706,79.79073,230.02
LCV_BS6_OBD2_PERIODIC,42401,12.88655,79.79007,230.05
LCV_BS6_OBD2_PERIODIC,42402,12.8859,79.7893,231.52
LCV_BS6_OBD2_PERIODIC,42403,12.88525,79.78854,231.52
LCV_BS6_OBD2_PERIODIC,42404,12.88462,79.78767,233.24
LCV_BS6_OBD2_PERIODIC,42405,12.88397,79.78672,235.69
LCV_BS6_OBD2_PERIODIC,42406,12.88332,79.78572,237.52
LCV_BS6_OBD2_PERIODIC,42407,12.8827,79.78468,238.6
LCV_BS6_OBD2_PERIODIC,42408,12.88206,79.78363,239.13
GPS_MESSAGE,10,12.88148,79.78256,241
LCV_BS6_OBD2_PERIODIC,42409,12.88148,79.78256,241.47
LCV_BS6_OBD2_PERIODIC,42410,12.88092,79.78151,242.02
LCV_BS6_OBD2_PERIODIC,42411,12.88032,79.7805,238.88
LCV_BS6_OBD2_PERIODIC,42412,12.87975,79.77942,242.14
LCV_BS6_OBD2_PERIODIC,42413,12.87918,79.77833,240.41
LCV_BS6_OBD2_PERIODIC,42414,12.8786,79.77725,238.44
LCV_BS6_OBD2_PERIODIC,42415,12.878,79.77621,242.36
LCV_BS6_OBD2_PERIODIC,42416,12.8775,79.77516,246.63
LCV_BS6_OBD2_PERIODIC,42417,12.8772,79.77436,253.57
LCV_BS6_OBD2_PERIODIC,42418,12.87695,79.77348,254.94
GPS_MESSAGE,3,12.87672,79.77257,256
LCV_BS6_OBD2_PERIODIC,42419,12.87672,79.77257,256.1
LCV_BS6_OBD2_PERIODIC,42420,12.87658,79.77194,257.89
LCV_BS6_OBD2_PERIODIC,42421,12.87649,79.77141,258.41
LCV_BS6_OBD2_PERIODIC,42422,12.8764,79.77093,264.89
LCV_BS6_OBD2_PERIODIC,42423,12.87631,79.77048,255.46
LCV_BS6_OBD2_PERIODIC,42424,12.87623,79.77019,259.33
LCV_BS6_OBD2_PERIODIC,42425,12.87614,79.76989,252.69
LCV_BS6_OBD2_PERIODIC,42426,12.87605,79.76957,262.01
LCV_BS6_OBD2_PERIODIC,42427,12.87596,79.7691,254
LCV_BS6_OBD2_PERIODIC,42428,12.87576,79.76849,253.82
GPS_MESSAGE,11,12.87557,79.76769,255
LCV_BS6_OBD2_PERIODIC,42429,12.87557,79.76769,255.44
LCV_BS6_OBD2_PERIODIC,42430,12.87537,79.76673,256.6
LCV_BS6_OBD2_PERIODIC,42431,12.87514,79.7657,257.17
LCV_BS6_OBD2_PERIODIC,42432,12.87498,79.76453,266.27
LCV_BS6_OBD2_PERIODIC,42433,12.87493,79.76333,266.98
LCV_BS6_OBD2_PERIODIC,42434,12.87489,79.76211,267.07
LCV_BS6_OBD2_PERIODIC,42435,12.87484,79.76089,267.19
LCV_BS6_OBD2_PERIODIC,42436,12.87478,79.75974,266.26
LCV_BS6_OBD2_PERIODIC,42437,12.87469,79.75854,268.13
LCV_BS6_OBD2_PERIODIC,42438,12.87464,79.75729,267.04
GPS_MESSAGE,3,12.87458,79.75609,266
LCV_BS6_OBD2_PERIODIC,42439,12.87458,79.75609,266.17
LCV_BS6_OBD2_PERIODIC,42440,12.87452,79.75489,267.94
LCV_BS6_OBD2_PERIODIC,42441,12.87446,79.75367,264.91
LCV_BS6_OBD2_PERIODIC,42442,12.87438,79.75253,265.2
LCV_BS6_OBD2_PERIODIC,42443,12.87425,79.75144,262.67
LCV_BS6_OBD2_PERIODIC,42444,12.8741,79.75026,265.57
LCV_BS6_OBD2_PERIODIC,42445,12.874,79.74917,265.75
LCV_BS6_OBD2_PERIODIC,42446,12.8739,79.74812,262.94
LCV_BS6_OBD2_PERIODIC,42447,12.8738,79.74702,262.8
LCV_BS6_OBD2_PERIODIC,42448,12.8737,79.74633,255.25
GPS_MESSAGE,11,12.87358,79.74602,257
LCV_BS6_OBD2_PERIODIC,42449,12.87358,79.74602,257.07
LCV_BS6_OBD2_PERIODIC,42450,12.87354,79.74562,260.54
LCV_BS6_OBD2_PERIODIC,42451,12.87347,79.74513,263.75
LCV_BS6_OBD2_PERIODIC,42452,12.8734,79.74456,262.52
LCV_BS6_OBD2_PERIODIC,42453,12.87333,79.74391,261.92
LCV_BS6_OBD2_PERIODIC,42454,12.87326,79.74324,263.69
LCV_BS6_OBD2_PERIODIC,42455,12.8732,79.7426,264.32
LCV_BS6_OBD2_PERIODIC,42456,12.87314,79.742,264.13
LCV_BS6_OBD2_PERIODIC,42457,12.87312,79.74161,269.45
LCV_BS6_OBD2_PERIODIC,42458,12.87312,79.74143,262.67
GPS_MESSAGE,1,12.87309,79.74117,266
LCV_BS6_OBD2_PERIODIC,42459,12.87309,79.74117,266.42
LCV_BS6_OBD2_PERIODIC,42460,12.87307,79.74071,268.94
LCV_BS6_OBD2_PERIODIC,42461,12.87305,79.74012,266.22
LCV_BS6_OBD2_PERIODIC,42462,12.87301,79.73937,267.33
LCV_BS6_OBD2_PERIODIC,42463,12.87295,79.73858,266.23
LCV_BS6_OBD2_PERIODIC,42464,12.87292,79.73776,270.67
LCV_BS6_OBD2_PERIODIC,42465,12.87289,79.73687,265.67
LCV_BS6_OBD2_PERIODIC,42466,12.87288,79.73596,274.51
LCV_BS6_OBD2_PERIODIC,42467,12.87291,79.73504,270.17
LCV_BS6_OBD2_PERIODIC,42468,12.87286,79.73402,265.17
GPS_MESSAGE,12,12.87278,79.73293,267
LCV_BS6_OBD2_PERIODIC,42469,12.87278,79.73293,267.52
LCV_BS6_OBD2_PERIODIC,42470,12.87271,79.7317,265.75
LCV_BS6_OBD2_PERIODIC,42471,12.87254,79.73053,258.88
LCV_BS6_OBD2_PERIODIC,42472,12.87234,79.72967,255.99
LCV_BS6_OBD2_PERIODIC,42473,12.87219,79.72905,256.64
LCV_BS6_OBD2_PERIODIC,42474,12.872,79.72833,256.48
LCV_BS6_OBD2_PERIODIC,42475,12.87181,79.72744,261.32
LCV_BS6_OBD2_PERIODIC,42476,12.87172,79.7265,267.79
LCV_BS6_OBD2_PERIODIC,42477,12.87157,79.72567,258.33
LCV_BS6_OBD2_PERIODIC,42478,12.87143,79.72491,262.1
GPS_MESSAGE,8,12.8714,79.72443,263
LCV_BS6_OBD2_PERIODIC,42479,12.8714,79.72443,263.47
LCV_BS6_OBD2_PERIODIC,42480,12.87135,79.72412,259.23
LCV_BS6_OBD2_PERIODIC,42481,12.87131,79.72398,252.16
LCV_BS6_OBD2_PERIODIC,42482,12.8713,79.72377,278.6
LCV_BS6_OBD2_PERIODIC,42483,12.87127,79.72351,268.97
LCV_BS6_OBD2_PERIODIC,42484,12.8712,79.72314,261.57
LCV_BS6_OBD2_PERIODIC,42485,12.87113,79.72272,259.42
LCV_BS6_OBD2_PERIODIC,42486,12.87107,79.72224,260.08
LCV_BS6_OBD2_PERIODIC,42487,12.87095,79.72159,263.14
LCV_BS6_OBD2_PERIODIC,42488,12.87089,79.72076,265.51
GPS_MESSAGE,3,12.87079,79.71982,264
LCV_BS6_OBD2_PERIODIC,42489,12.87079,79.71982,264.57
LCV_BS6_OBD2_PERIODIC,42490,12.87074,79.71882,268.45
LCV_BS6_OBD2_PERIODIC,42491,12.87076,79.71783,272.01
LCV_BS6_OBD2_PERIODIC,42492,12.87076,79.71721,272.79
LCV_BS6_OBD2_PERIODIC,42493,12.87083,79.71668,279.14
LCV_BS6_OBD2_PERIODIC,42494,12.87092,79.71615,277.7
LCV_BS6_OBD2_PERIODIC,42495,12.87107,79.71565,283.07
LCV_BS6_OBD2_PERIODIC,42496,12.87113,79.71486,274.64
LCV_BS6_OBD2_PERIODIC,42497,12.87118,79.71399,273.26
LCV_BS6_OBD2_PERIODIC,42498,12.87115,79.7131,267.45
GPS_MESSAGE,13,12.87112,79.71218,265
LCV_BS6_OBD2_PERIODIC,42499,12.87112,79.71218,265.58
LCV_BS6_OBD2_PERIODIC,42500,12.87104,79.7113,265.51
LCV_BS6_OBD2_PERIODIC,42501,12.87098,79.71044,268.07
LCV_BS6_OBD2_PERIODIC,42502,12.87094,79.70959,268.94
LCV_BS6_OBD2_PERIODIC,42503,12.87092,79.70901,276.5
LCV_BS6_OBD2_PERIODIC,42504,12.87103,79.70848,285.54
LCV_BS6_OBD2_PERIODIC,42505,12.87127,79.70779,294.36
LCV_BS6_OBD2_PERIODIC,42506,12.87161,79.70703,293.7
LCV_BS6_OBD2_PERIODIC,42507,12.87185,79.70638,289.5
LCV_BS6_OBD2_PERIODIC,42508,12.87201,79.70591,288.7
GPS_MESSAGE,9,12.87209,79.70557,283
LCV_BS6_OBD2_PERIODIC,42509,12.87209,79.70557,283.76
LCV_BS6_OBD2_PERIODIC,42510,12.87218,79.70526,284.63
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,42511,12.87229,79.70494,285.89
LCV_BS6_OBD2_PERIODIC,42512,12.87234,79.70476,286.88
LCV_BS6_OBD2_PERIODIC,42513,12.87238,79.70462,289.58
LCV_BS6_OBD2_PERIODIC,42514,12.87242,79.7045,278.39
LCV_VEHICLE_TOWED_END,80,12.87242,79.7045,
LCV_BS6_OBD2_PERIODIC,42515,12.87244,79.70435,278.42
LCV_BS6_OBD2_PERIODIC,42516,12.87246,79.70421,280.58
LCV_BS6_OBD2_PERIODIC,42517,12.87249,79.70405,285.5
LCV_BS6_OBD2_PERIODIC,42518,12.87255,79.70381,282.39
GPS_MESSAGE,2,12.87263,79.70351,281
LCV_BS6_OBD2_PERIODIC,42519,12.87263,79.70351,281.91
LCV_BS6_OBD2_PERIODIC,42520,12.87274,79.70316,295.5
LCV_VEHICLE_TOWED_START,81,12.87285,79.70288,
LCV_BS6_OBD2_PERIODIC,42521,12.8729,79.7027,283.97
LCV_BS6_OBD2_PERIODIC,42522,12.87303,79.70196,275.67
LCV_BS6_OBD2_PERIODIC,42523,12.87311,79.70109,276.07
LCV_BS6_OBD2_PERIODIC,42524,12.87314,79.70013,271.45
LCV_BS6_OBD2_PERIODIC,42525,12.87318,79.69908,274.6
LCV_BS6_OBD2_PERIODIC,42526,12.87331,79.69795,278.19
LCV_BS6_OBD2_PERIODIC,42527,12.87352,79.69682,280.39
LCV_BS6_OBD2_PERIODIC,42528,12.87369,79.69562,277.35
GPS_MESSAGE,13,12.87384,79.69442,278
LCV_BS6_OBD2_PERIODIC,42529,12.87384,79.69442,278.76
LCV_BS6_OBD2_PERIODIC,42530,12.87401,79.69329,276.86
LCV_BS6_OBD2_PERIODIC,42531,12.87405,79.69217,273.72
LCV_BS6_OBD2_PERIODIC,42532,12.87409,79.69102,273.26
LCV_BS6_OBD2_PERIODIC,42533,12.87413,79.68986,273.6
LCV_BS6_OBD2_PERIODIC,42534,12.8742,79.68869,270.08
LCV_BS6_OBD2_PERIODIC,42535,12.87423,79.68745,272.67
LCV_BS6_OBD2_PERIODIC,42536,12.87428,79.68622,271.61
LCV_BS6_OBD2_PERIODIC,42537,12.87435,79.68499,273.39
LCV_BS6_OBD2_PERIODIC,42538,12.87442,79.68378,271.44
GPS_MESSAGE,6,12.87446,79.68257,271
LCV_BS6_OBD2_PERIODIC,42539,12.87446,79.68257,271.82
LCV_BS6_OBD2_PERIODIC,42540,12.87446,79.68138,269.79
LCV_BS6_OBD2_PERIODIC,42541,12.87445,79.68017,267.14
LCV_BS6_OBD2_PERIODIC,42542,12.87438,79.67898,267.42
LCV_BS6_OBD2_PERIODIC,42543,12.87433,79.67778,267.01
LCV_BS6_OBD2_PERIODIC,42544,12.8743,79.67656,267.66
LCV_BS6_OBD2_PERIODIC,42545,12.87425,79.67534,266.55
LCV_BS6_OBD2_PERIODIC,42546,12.87417,79.67411,266.73
LCV_BS6_OBD2_PERIODIC,42547,12.87405,79.67294,263.17
LCV_BS6_OBD2_PERIODIC,42548,12.87388,79.67172,260.11
GPS_MESSAGE,13,12.87368,79.67054,260
LCV_BS6_OBD2_PERIODIC,42549,12.87368,79.67054,260.27
LCV_BS6_OBD2_PERIODIC,42550,12.87349,79.66952,258.07
LCV_BS6_OBD2_PERIODIC,42551,12.87329,79.66848,259.07
LCV_BS6_OBD2_PERIODIC,42552,12.8731,79.66751,258.08
LCV_BS6_OBD2_PERIODIC,42553,12.87294,79.66669,261.36
LCV_BS6_OBD2_PERIODIC,42554,12.87283,79.66587,262.82
LCV_BS6_OBD2_PERIODIC,42555,12.87267,79.66521,253.86
LCV_BS6_OBD2_PERIODIC,42556,12.87261,79.66481,261.64
LCV_BS6_OBD2_PERIODIC,42557,12.87255,79.66435,263.32
LCV_BS6_OBD2_PERIODIC,42558,12.87251,79.66381,265.67
GPS_MESSAGE,5,12.87245,79.66318,267
LCV_BS6_OBD2_PERIODIC,42559,12.87245,79.66318,267.39
LCV_BS6_OBD2_PERIODIC,42560,12.87249,79.66254,267.85
LCV_BS6_OBD2_PERIODIC,42561,12.87245,79.66194,265.82
LCV_BS6_OBD2_PERIODIC,42562,12.8724,79.66132,263.25
LCV_BS6_OBD2_PERIODIC,42563,12.87234,79.66053,263.6
LCV_BS6_OBD2_PERIODIC,42564,12.87225,79.65958,263.82
LCV_BS6_OBD2_PERIODIC,42565,12.87211,79.65861,260.85
LCV_BS6_OBD2_PERIODIC,42566,12.87191,79.65751,256.57
LCV_BS6_OBD2_PERIODIC,42567,12.87162,79.65643,254.03
LCV_BS6_OBD2_PERIODIC,42568,12.87133,79.65556,251.89
GPS_MESSAGE,0,12.87106,79.65465,254
LCV_BS6_OBD2_PERIODIC,42569,12.87106,79.65465,254.41
LCV_BS6_OBD2_PERIODIC,42570,12.87086,79.65402,252.8
LCV_BS6_OBD2_PERIODIC,42571,12.87071,79.6536,244.77
LCV_BS6_OBD2_PERIODIC,42572,12.87056,79.65319,251.96
LCV_BS6_OBD2_PERIODIC,42573,12.87042,79.65272,254.61
LCV_BS6_OBD2_PERIODIC,42574,12.87031,79.65231,253.02
LCV_BS6_OBD2_PERIODIC,42575,12.87019,79.65192,253.14
LCV_BS6_OBD2_PERIODIC,42576,12.87004,79.65134,255.44
LCV_BS6_OBD2_PERIODIC,42577,12.86988,79.65072,252.17
LCV_BS6_OBD2_PERIODIC,42578,12.86973,79.65019,259.3
GPS_MESSAGE,11,12.86959,79.64962,255
LCV_BS6_OBD2_PERIODIC,42579,12.86959,79.64962,255.63
LCV_BS6_OBD2_PERIODIC,42580,12.86945,79.64898,261.95
LCV_BS6_OBD2_PERIODIC,42581,12.86935,79.64853,254.6
LCV_BS6_OBD2_PERIODIC,42582,12.86926,79.64807,262.79
LCV_BS6_OBD2_PERIODIC,42583,12.86925,79.64745,269.67
LCV_BS6_OBD2_PERIODIC,42584,12.86932,79.64666,279.57
LCV_BS6_OBD2_PERIODIC,42585,12.86952,79.64594,285.25
LCV_BS6_OBD2_PERIODIC,42586,12.86973,79.64521,284.14
LCV_BS6_OBD2_PERIODIC,42587,12.86988,79.64455,283.42
LCV_BS6_OBD2_PERIODIC,42588,12.87003,79.64396,285.19
GPS_MESSAGE,6,12.87016,79.6434,285
LCV_BS6_OBD2_PERIODIC,42589,12.87016,79.6434,285.85
LCV_BS6_OBD2_PERIODIC,42590,12.87038,79.6428,297.32
LCV_BS6_OBD2_PERIODIC,42591,12.87064,79.64203,284.95
LCV_BS6_OBD2_PERIODIC,42592,12.8709,79.6411,286.47
LCV_BS6_OBD2_PERIODIC,42593,12.87118,79.64007,286.02
LCV_BS6_OBD2_PERIODIC,42594,12.87149,79.63895,284.61
LCV_BS6_OBD2_PERIODIC,42595,12.87183,79.6378,289.64
LCV_BS6_OBD2_PERIODIC,42596,12.87226,79.63666,288.76
LCV_BS6_OBD2_PERIODIC,42597,12.87257,79.63548,281.2
LCV_BS6_OBD2_PERIODIC,42598,12.8727,79.63425,272.33
GPS_MESSAGE,1,12.87275,79.63302,275
LCV_BS6_OBD2_PERIODIC,42599,12.87275,79.63302,275.39
LCV_BS6_OBD2_PERIODIC,42600,12.87293,79.63188,283.52
LCV_BS6_OBD2_PERIODIC,42601,12.87303,79.63117,272.35
LCV_BS6_OBD2_PERIODIC,42602,12.87307,79.63081,286.39
LCV_BS6_OBD2_PERIODIC,42603,12.87327,79.63037,287.72
LCV_BS6_OBD2_PERIODIC,42604,12.87347,79.6298,287.79
LCV_BS6_OBD2_PERIODIC,42605,12.8737,79.62913,289.98
LCV_BS6_OBD2_PERIODIC,42606,12.87392,79.62845,288.14
LCV_BS6_OBD2_PERIODIC,42607,12.87409,79.62785,283.97
LCV_BS6_OBD2_PERIODIC,42608,12.87426,79.62723,283.88
GPS_MESSAGE,11,12.87433,79.62671,276
LCV_BS6_OBD2_PERIODIC,42609,12.87433,79.62671,276.58
LCV_BS6_OBD2_PERIODIC,42610,12.87437,79.62626,271.76
LCV_BS6_OBD2_PERIODIC,42611,12.87438,79.62574,267.36
LCV_BS6_OBD2_PERIODIC,42612,12.87436,79.62504,267.48
LCV_BS6_OBD2_PERIODIC,42613,12.87433,79.62442,264.85
LCV_BS6_OBD2_PERIODIC,42614,12.87426,79.62377,268.41
LCV_BS6_OBD2_PERIODIC,42615,12.87423,79.62309,269.39
LCV_BS6_OBD2_PERIODIC,42616,12.87419,79.62229,267.39
LCV_BS6_OBD2_PERIODIC,42617,12.87412,79.62151,267.48
LCV_BS6_OBD2_PERIODIC,42618,12.87408,79.62091,263.95
GPS_MESSAGE,6,12.87403,79.62037,267
LCV_BS6_OBD2_PERIODIC,42619,12.87403,79.62037,267.41
LCV_BS6_OBD2_PERIODIC,42620,12.87399,79.6198,265.17
LCV_BS6_OBD2_PERIODIC,42621,12.87396,79.61928,266.89
LCV_BS6_OBD2_PERIODIC,42622,12.87391,79.61875,261.13
LCV_BS6_OBD2_PERIODIC,42623,12.87386,79.61812,269.54
LCV_BS6_OBD2_PERIODIC,42624,12.87392,79.61739,277.45
LCV_BS6_OBD2_PERIODIC,42625,12.87408,79.61667,287.7
LCV_BS6_OBD2_PERIODIC,42626,12.87442,79.61595,302.94
LCV_BS6_OBD2_PERIODIC,42627,12.87497,79.61519,309.29
LCV_BS6_OBD2_PERIODIC,42628,12.87564,79.61447,314.48
GPS_MESSAGE,1,12.87636,79.61377,317
LCV_BS6_OBD2_PERIODIC,42629,12.87636,79.61377,317.26
LCV_BS6_OBD2_PERIODIC,42630,12.87689,79.6132,309.89
LCV_BS6_OBD2_PERIODIC,42631,12.87731,79.61252,297.42
LCV_BS6_OBD2_PERIODIC,42632,12.87761,79.61173,287.38
LCV_BS6_OBD2_PERIODIC,42633,12.87784,79.61082,285.1
LCV_BS6_OBD2_PERIODIC,42634,12.87807,79.60994,288.26
LCV_BS6_OBD2_PERIODIC,42635,12.87828,79.60934,298.47
LCV_BS6_OBD2_PERIODIC,42636,12.87855,79.60876,288.69
LCV_BS6_OBD2_PERIODIC,42637,12.87879,79.60798,286.08
LCV_BS6_OBD2_PERIODIC,42638,12.87908,79.60712,292.42
GPS_MESSAGE,11,12.87945,79.6062,292
LCV_BS6_OBD2_PERIODIC,42639,12.87945,79.6062,292.79
LCV_BS6_OBD2_PERIODIC,42640,12.87983,79.6053,295.22
LCV_BS6_OBD2_PERIODIC,42641,12.8803,79.60441,296.73
LCV_BS6_OBD2_PERIODIC,42642,12.88069,79.60354,298.88
LCV_BS6_OBD2_PERIODIC,42643,12.88102,79.60292,293.23
LCV_BS6_OBD2_PERIODIC,42644,12.88127,79.60238,301.47
LCV_BS6_OBD2_PERIODIC,42645,12.88161,79.60177,298.45
