Message Type,Event Time,Ingestion Timestamp,Sequence Number,Latitude,Longitude,Altitude,Heading,Packet Status,Vehicle Speed,GPS Speed,GPS Odometer,FixQuality,Number of Satellites,Config Version,Firmware Version
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:07,2023-11-21 17:45:17,42519,12.87263,79.70351,98.099,281.91,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:13,2023-11-21 17:45:23,42520,12.87274,79.70316,97.699,295.5,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_VEHICLE_TOWED_START,2023-11-21 17:45:17,2023-11-21 17:45:26,81,12.87285,79.70288,,,,0.01,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:19,2023-11-21 17:45:28,42521,12.8729,79.7027,97.599,283.97,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:25,2023-11-21 17:45:35,42522,12.87303,79.70196,92.199,275.67,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:31,2023-11-21 17:45:41,42523,12.87311,79.70109,90.9,276.07,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:37,2023-11-21 17:45:47,42524,12.87314,79.70013,90.099,271.45,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:43,2023-11-21 17:45:53,42525,12.87318,79.69908,87.099,274.6,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:49,2023-11-21 17:45:59,42526,12.87331,79.69795,85.3,278.19,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:45:55,2023-11-21 17:46:05,42527,12.87352,79.69682,83.0,280.39,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:01,2023-11-21 17:46:11,42528,12.87369,79.69562,79.699,277.35,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:46:07,2023-11-21 17:46:17,13,12.87384,79.69442,78,278,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:07,2023-11-21 17:46:17,42529,12.87384,79.69442,78.5,278.76,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:13,2023-11-21 17:46:23,42530,12.87401,79.69329,78.699,276.86,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:19,2023-11-21 17:46:29,42531,12.87405,79.69217,80.3,273.72,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:25,2023-11-21 17:46:35,42532,12.87409,79.69102,81.099,273.26,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:31,2023-11-21 17:46:52,42533,12.87413,79.68986,80.4,273.6,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:37,2023-11-21 17:46:52,42534,12.8742,79.68869,79.739,270.08,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:43,2023-11-21 17:46:59,42535,12.87423,79.68745,80.119,272.67,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:49,2023-11-21 17:46:59,42536,12.87428,79.68622,83.959,271.61,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:46:55,2023-11-21 17:47:04,42537,12.87435,79.68499,84.939,273.39,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:01,2023-11-21 17:47:11,42538,12.87442,79.68378,86.599,271.44,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:47:07,2023-11-21 17:47:17,6,12.87446,79.68257,85,271,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:07,2023-11-21 17:47:17,42539,12.87446,79.68257,85.959,271.82,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:13,2023-11-21 17:47:33,42540,12.87446,79.68138,86.739,269.79,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:19,2023-11-21 17:47:33,42541,12.87445,79.68017,89.14,267.14,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:25,2023-11-21 17:47:37,42542,12.87438,79.67898,90.639,267.42,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:31,2023-11-21 17:47:41,42543,12.87433,79.67778,92.259,267.01,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:37,2023-11-21 17:47:55,42544,12.8743,79.67656,92.239,267.66,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:43,2023-11-21 17:47:55,42545,12.87425,79.67534,88.459,266.55,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:49,2023-11-21 17:48:20,42546,12.87417,79.67411,90.759,266.73,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:47:55,2023-11-21 17:48:20,42547,12.87405,79.67294,95.34,263.17,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:01,2023-11-21 17:48:27,42548,12.87388,79.67172,98.1,260.11,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:48:07,2023-11-21 17:48:29,13,12.87368,79.67054,101,260,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:07,2023-11-21 17:48:29,42549,12.87368,79.67054,101.839,260.27,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:13,2023-11-21 17:48:37,42550,12.87349,79.66952,103.199,258.07,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:19,2023-11-21 17:48:37,42551,12.87329,79.66848,101.259,259.07,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:25,2023-11-21 17:48:40,42552,12.8731,79.66751,100.039,258.08,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:31,2023-11-21 17:48:45,42553,12.87294,79.66669,98.899,261.36,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:37,2023-11-21 17:48:50,42554,12.87283,79.66587,97.359,262.82,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:43,2023-11-21 17:49:00,42555,12.87267,79.66521,95.439,253.86,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:49,2023-11-21 17:49:00,42556,12.87261,79.66481,93.379,261.64,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:48:55,2023-11-21 17:49:06,42557,12.87255,79.66435,91.139,263.32,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:01,2023-11-21 17:49:13,42558,12.87251,79.66381,88.039,265.67,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:49:07,2023-11-21 17:49:19,5,12.87245,79.66318,87,267,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:07,2023-11-21 17:49:19,42559,12.87245,79.66318,87.379,267.39,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:13,2023-11-21 17:49:22,42560,12.87249,79.66254,87.979,267.85,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:19,2023-11-21 17:49:29,42561,12.87245,79.66194,90.039,265.82,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:25,2023-11-21 17:49:35,42562,12.8724,79.66132,86.659,263.25,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:31,2023-11-21 17:49:41,42563,12.87234,79.66053,85.959,263.6,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:37,2023-11-21 17:49:46,42564,12.87225,79.65958,85.679,263.82,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:43,2023-11-21 17:49:53,42565,12.87211,79.65861,85.859,260.85,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:49,2023-11-21 17:50:01,42566,12.87191,79.65751,81.219,256.57,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:49:55,2023-11-21 17:50:04,42567,12.87162,79.65643,77.319,254.03,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:01,2023-11-21 17:50:11,42568,12.87133,79.65556,76.459,251.89,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:50:07,2023-11-21 17:50:15,0,12.87106,79.65465,75,254,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:07,2023-11-21 17:50:18,42569,12.87106,79.65465,75.299,254.41,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:13,2023-11-21 17:50:23,42570,12.87086,79.65402,76.179,252.8,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:19,2023-11-21 17:50:28,42571,12.87071,79.6536,76.319,244.77,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:25,2023-11-21 17:50:35,42572,12.87056,79.65319,77.44,251.96,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:31,2023-11-21 17:50:40,42573,12.87042,79.65272,77.619,254.61,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:37,2023-11-21 17:50:47,42574,12.87031,79.65231,80.019,253.02,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:43,2023-11-21 17:50:53,42575,12.87019,79.65192,81.099,253.14,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:49,2023-11-21 17:50:58,42576,12.87004,79.65134,81.259,255.44,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:50:55,2023-11-21 17:51:05,42577,12.86988,79.65072,82.039,252.17,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:01,2023-11-21 17:51:10,42578,12.86973,79.65019,90.559,259.3,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:51:07,2023-11-21 17:51:17,11,12.86959,79.64962,93,255,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:07,2023-11-21 17:51:17,42579,12.86959,79.64962,93.199,255.63,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:13,2023-11-21 17:51:23,42580,12.86945,79.64898,96.199,261.95,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:19,2023-11-21 17:51:29,42581,12.86935,79.64853,97.559,254.6,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:25,2023-11-21 17:51:35,42582,12.86926,79.64807,96.479,262.79,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:31,2023-11-21 17:51:40,42583,12.86925,79.64745,97.539,269.67,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:37,2023-11-21 17:51:47,42584,12.86932,79.64666,99.679,279.57,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:43,2023-11-21 17:51:52,42585,12.86952,79.64594,101.779,285.25,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:49,2023-11-21 17:51:58,42586,12.86973,79.64521,104.4,284.14,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:51:55,2023-11-21 17:52:05,42587,12.86988,79.64455,106.579,283.42,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:01,2023-11-21 17:52:10,42588,12.87003,79.64396,107.659,285.19,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:52:07,2023-11-21 17:52:17,6,12.87016,79.6434,107,285,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:07,2023-11-21 17:52:17,42589,12.87016,79.6434,107.339,285.85,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:13,2023-11-21 17:52:23,42590,12.87038,79.6428,109.02,297.32,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:19,2023-11-21 17:52:29,42591,12.87064,79.64203,110.679,284.95,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:25,2023-11-21 17:52:35,42592,12.8709,79.6411,112.319,286.47,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:31,2023-11-21 17:52:41,42593,12.87118,79.64007,112.279,286.02,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:37,2023-11-21 17:52:47,42594,12.87149,79.63895,112.419,284.61,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:43,2023-11-21 17:52:53,42595,12.87183,79.6378,113.739,289.64,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:49,2023-11-21 17:52:59,42596,12.87226,79.63666,111.259,288.76,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:52:55,2023-11-21 17:53:05,42597,12.87257,79.63548,106.519,281.2,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:01,2023-11-21 17:53:11,42598,12.8727,79.63425,98.139,272.33,A,0.0,,,FixOK,10,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:53:07,2023-11-21 17:53:17,1,12.87275,79.63302,94,275,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:07,2023-11-21 17:53:17,42599,12.87275,79.63302,94.139,275.39,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:13,2023-11-21 17:53:23,42600,12.87293,79.63188,93.319,283.52,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:19,2023-11-21 17:53:28,42601,12.87303,79.63117,93.2,272.35,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:25,2023-11-21 17:53:35,42602,12.87307,79.63081,92.799,286.39,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:31,2023-11-21 17:53:41,42603,12.87327,79.63037,93.599,287.72,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:37,2023-11-21 17:53:47,42604,12.87347,79.6298,98.159,287.79,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:43,2023-11-21 17:53:53,42605,12.8737,79.62913,102.479,289.98,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:49,2023-11-21 17:53:59,42606,12.87392,79.62845,105.939,288.14,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:53:55,2023-11-21 17:54:05,42607,12.87409,79.62785,109.479,283.97,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:01,2023-11-21 17:54:11,42608,12.87426,79.62723,111.12,283.88,A,0.0,,,FixOK,6,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:54:07,2023-11-21 17:54:17,11,12.87433,79.62671,114,276,A,,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:07,2023-11-21 17:54:17,42609,12.87433,79.62671,114.359,276.58,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:13,2023-11-21 17:54:23,42610,12.87437,79.62626,117.519,271.76,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:19,2023-11-21 17:54:29,42611,12.87438,79.62574,119.619,267.36,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:25,2023-11-21 17:54:34,42612,12.87436,79.62504,121.339,267.48,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:31,2023-11-21 17:54:41,42613,12.87433,79.62442,119.299,264.85,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:37,2023-11-21 17:54:47,42614,12.87426,79.62377,113.559,268.41,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:43,2023-11-21 17:54:53,42615,12.87423,79.62309,111.299,269.39,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:49,2023-11-21 17:54:59,42616,12.87419,79.62229,111.419,267.39,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:54:55,2023-11-21 17:55:04,42617,12.87412,79.62151,113.219,267.48,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:01,2023-11-21 17:55:11,42618,12.87408,79.62091,115.119,263.95,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:55:07,2023-11-21 17:55:17,6,12.87403,79.62037,115,267,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:07,2023-11-21 17:55:17,42619,12.87403,79.62037,115.139,267.41,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:13,2023-11-21 17:55:23,42620,12.87399,79.6198,116.419,265.17,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:19,2023-11-21 17:55:29,42621,12.87396,79.61928,115.779,266.89,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:25,2023-11-21 17:55:35,42622,12.87391,79.61875,115.359,261.13,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:31,2023-11-21 17:55:41,42623,12.87386,79.61812,114.139,269.54,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:37,2023-11-21 17:55:47,42624,12.87392,79.61739,114.999,277.45,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:43,2023-11-21 17:55:53,42625,12.87408,79.61667,116.879,287.7,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:49,2023-11-21 17:55:59,42626,12.87442,79.61595,119.7,302.94,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:55:55,2023-11-21 17:56:05,42627,12.87497,79.61519,122.839,309.29,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:01,2023-11-21 17:56:12,42628,12.87564,79.61447,121.499,314.48,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:56:07,2023-11-21 17:56:16,1,12.87636,79.61377,115,317,A,,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:07,2023-11-21 17:56:16,42629,12.87636,79.61377,115.199,317.26,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:13,2023-11-21 17:56:23,42630,12.87689,79.6132,104.079,309.89,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:19,2023-11-21 17:56:29,42631,12.87731,79.61252,96.879,297.42,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:25,2023-11-21 17:56:35,42632,12.87761,79.61173,92.859,287.38,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:31,2023-11-21 17:56:40,42633,12.87784,79.61082,89.339,285.1,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:37,2023-11-21 17:56:47,42634,12.87807,79.60994,86.799,288.26,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:43,2023-11-21 17:56:53,42635,12.87828,79.60934,83.479,298.47,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:49,2023-11-21 17:56:59,42636,12.87855,79.60876,84.179,288.69,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:56:55,2023-11-21 17:57:05,42637,12.87879,79.60798,82.819,286.08,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:01,2023-11-21 17:57:11,42638,12.87908,79.60712,82.539,292.42,A,0.0,,,FixOK,7,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:57:07,2023-11-21 17:57:17,11,12.87945,79.6062,82,292,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:07,2023-11-21 17:57:17,42639,12.87945,79.6062,82.619,292.79,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:13,2023-11-21 17:57:23,42640,12.87983,79.6053,83.159,295.22,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:19,2023-11-21 17:57:29,42641,12.8803,79.60441,83.539,296.73,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:25,2023-11-21 17:57:35,42642,12.88069,79.60354,85.019,298.88,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:31,2023-11-21 17:57:41,42643,12.88102,79.60292,86.319,293.23,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:37,2023-11-21 17:57:47,42644,12.88127,79.60238,87.019,301.47,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:43,2023-11-21 17:57:53,42645,12.88161,79.60177,86.999,298.45,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:49,2023-11-21 17:57:59,42646,12.88193,79.60118,84.559,295.54,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:57:55,2023-11-21 17:58:14,42647,12.88218,79.60061,82.199,292.08,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:01,2023-11-21 17:58:14,42648,12.88245,79.6,80.079,291.82,A,0.0,,,FixOK,8,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 17:58:07,2023-11-21 17:58:16,5,12.88278,79.59938,79,301,A,,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:07,2023-11-21 17:58:18,42649,12.88278,79.59938,79.32,301.35,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:13,2023-11-21 17:58:23,42650,12.88316,79.59887,78.819,312.7,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:19,2023-11-21 17:59:23,42651,12.88358,79.59853,77.479,320.67,A,0.0,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:25,2023-11-21 17:59:23,42652,12.88388,79.59819,74.9,317.6,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:31,2023-11-21 17:59:25,42653,12.88424,79.59786,72.399,325.76,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 17:58:37,2023-11-21 17:59:25,42654,12.88464,79.59754,69.979,328.29,A,0.0,,,FixOK,11,V_0115,DALCC00406
