Message Type,Event Time,Ingestion Timestamp,Sequence Number,Latitude,Longitude,Altitude,Heading,Packet Status,Vehicle Speed,GPS Speed,GPS Odometer,FixQuality,Number of Satellites,Config Version,Firmware Version
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:04:40,2023-11-21 10:04:43,40218,13.26303,80.27214,13.0,113.29,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:04:46,2023-11-21 10:04:48,40219,13.26286,80.27255,12.5,111.97,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:04:52,2023-11-21 10:04:55,40220,13.26271,80.27298,12.1,110.44,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:04:58,2023-11-21 10:05:01,40221,13.26257,80.27339,10.1,107.12,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:04,2023-11-21 10:05:07,40222,13.26243,80.27377,9.399,117.56,A,0.0,,,FixOK,15,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:05:08,2023-11-21 10:05:11,0,13.26235,80.27396,9,109,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:10,2023-11-21 10:05:14,40223,13.26233,80.27408,11.3,100.98,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:16,2023-11-21 10:05:19,40224,13.26227,80.27429,13.199,121.66,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:22,2023-11-21 10:05:25,40225,13.26214,80.27452,13.399,116.83,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:28,2023-11-21 10:05:31,40226,13.26194,80.27491,15.3,132.69,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:34,2023-11-21 10:05:37,40227,13.2617,80.27506,13.6,168.13,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:40,2023-11-21 10:05:43,40228,13.26157,80.27508,13.1,166.11,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:46,2023-11-21 10:05:49,40229,13.26137,80.27509,12.899,178.55,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:52,2023-11-21 10:05:55,40230,13.26118,80.27511,11.8,174.38,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:05:58,2023-11-21 10:06:01,40231,13.26088,80.27511,11.599,176.75,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:04,2023-11-21 10:06:07,40232,13.2605,80.27508,10.219,182.49,A,0.0,,,FixOK,13,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:06:08,2023-11-21 10:06:10,12,13.2603,80.27508,8,177,,,,,StoredFix,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:10,2023-11-21 10:06:13,40233,13.26014,80.2751,8.5,175.89,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:16,2023-11-21 10:06:19,40234,13.25981,80.27513,8.8,176.02,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:22,2023-11-21 10:06:25,40235,13.25942,80.27517,10.0,178.0,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:28,2023-11-21 10:06:31,40236,13.25894,80.27518,11.1,180.17,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:34,2023-11-21 10:06:37,40237,13.25835,80.27509,14.6,188.94,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:40,2023-11-21 10:06:43,40238,13.25819,80.27506,12.699,189.86,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:46,2023-11-21 10:06:49,40239,13.25803,80.27505,12.479,189.69,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:52,2023-11-21 10:06:55,40240,13.25782,80.27501,10.3,193.39,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:06:58,2023-11-21 10:07:01,40241,13.2576,80.27497,11.199,191.25,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:04,2023-11-21 10:07:07,40242,13.25728,80.27492,10.0,186.47,A,0.0,,,FixOK,13,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:07:08,2023-11-21 10:07:10,9,13.25708,80.2749,9,188,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:10,2023-11-21 10:07:12,40243,13.257,80.27488,9.899,186.69,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:16,2023-11-21 10:07:19,40244,13.25684,80.27487,9.8,185.77,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:22,2023-11-21 10:07:25,40245,13.25667,80.27486,8.5,188.61,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:28,2023-11-21 10:07:31,40246,13.25651,80.27485,7.5,192.94,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:34,2023-11-21 10:07:37,40247,13.25628,80.27482,7.4,184.58,V,0.0,,,StoredFix,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:40,2023-11-21 10:07:43,40248,13.25602,80.27478,8.399,185.58,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:46,2023-11-21 10:07:49,40249,13.25551,80.27473,9.8,186.03,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:52,2023-11-21 10:07:56,40250,13.25489,80.27468,9.899,185.27,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:07:58,2023-11-21 10:08:00,40251,13.25416,80.27461,13.0,184.41,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:04,2023-11-21 10:08:07,40252,13.25359,80.27457,14.699,183.25,V,0.0,,,StoredFix,16,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:08:08,2023-11-21 10:08:10,5,13.25288,80.2745,15,183,A,,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:10,2023-11-21 10:08:13,40253,13.25258,80.27449,17.799,182.41,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:16,2023-11-21 10:08:18,40254,13.25177,80.27445,19.899,182.58,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:22,2023-11-21 10:08:25,40255,13.25105,80.27442,19.459,184.3,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:28,2023-11-21 10:08:31,40256,13.25045,80.27438,16.279,184.03,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:34,2023-11-21 10:08:37,40257,13.25008,80.27434,13.8,185.35,V,0.0,,,StoredFix,17,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:40,2023-11-21 10:08:43,40258,13.24972,80.2743,13.199,181.55,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:46,2023-11-21 10:08:49,40259,13.2492,80.27428,13.399,182.91,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:52,2023-11-21 10:08:54,40260,13.24841,80.27426,13.3,181.57,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:08:58,2023-11-21 10:09:01,40261,13.2473,80.2742,15.399,181.08,A,0.0,,,FixOK,17,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:04,2023-11-21 10:09:07,40262,13.24637,80.27416,15.6,182.42,A,0.0,,,FixOK,17,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:09:08,2023-11-21 10:09:10,0,13.24581,80.27416,13,182,A,,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:10,2023-11-21 10:09:13,40263,13.24568,80.27415,13.3,182.27,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:16,2023-11-21 10:09:56,40264,13.24494,80.27414,11.6,180.77,V,0.0,,,StoredFix,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:22,2023-11-21 10:09:59,40265,13.24424,80.27411,15.699,184.33,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:28,2023-11-21 10:09:59,40266,13.24367,80.27409,19.1,179.27,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:34,2023-11-21 10:10:01,40267,13.24348,80.27411,19.7,169.63,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_VEHICLE_TOWED_END,2023-11-21 10:09:35,2023-11-21 10:10:03,61,13.24347,80.27412,,,,0.0,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:40,2023-11-21 10:10:03,40268,13.24346,80.27412,21.1,169.63,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:46,2023-11-21 10:10:06,40269,13.24346,80.27412,21.099,169.63,V,0.0,,,StoredFix,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:52,2023-11-21 10:10:06,40270,13.24345,80.27413,21.5,169.63,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:09:58,2023-11-21 10:10:08,40271,13.24344,80.27414,22.0,176.8,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:04,2023-11-21 10:10:08,40272,13.24343,80.27415,19.799,167.36,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:10:08,2023-11-21 10:10:10,7,13.24344,80.27417,17,66,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:10,2023-11-21 10:10:12,40273,13.24347,80.27418,16.6,55.79,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:16,2023-11-21 10:10:19,40274,13.24348,80.27416,13.6,109.08,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:22,2023-11-21 10:10:25,40275,13.24348,80.27416,11.199,266.38,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:28,2023-11-21 10:10:31,40276,13.24349,80.27415,11.199,307.27,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:34,2023-11-21 10:10:37,40277,13.24349,80.27414,11.5,293.95,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:40,2023-11-21 10:10:43,40278,13.24348,80.27415,11.52,80.69,A,0.0,,,FixOK,5,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:46,2023-11-21 10:10:49,40279,13.24347,80.27416,11.879,56.36,A,0.0,,,FixOK,4,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:52,2023-11-21 10:10:55,40280,13.24345,80.27414,12.3,104.4,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:10:58,2023-11-21 10:11:01,40281,13.24343,80.27412,12.899,223.49,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:04,2023-11-21 10:11:07,40282,13.24342,80.27413,13.399,127.45,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:11:08,2023-11-21 10:11:11,2,13.24342,80.27412,13,74,A,,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:10,2023-11-21 10:11:13,40283,13.24342,80.27413,13.399,70.18,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:16,2023-11-21 10:11:19,40284,13.24341,80.27415,13.5,70.18,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:22,2023-11-21 10:11:25,40285,13.24341,80.27414,13.699,70.18,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:28,2023-11-21 10:11:31,40286,13.2434,80.27413,13.8,70.18,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:34,2023-11-21 10:11:37,40287,13.2434,80.27412,14.0,70.18,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:40,2023-11-21 10:11:43,40288,13.2434,80.27413,14.139,70.18,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:46,2023-11-21 10:11:49,40289,13.2434,80.27414,14.399,70.18,A,0.0,,,FixOK,17,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:52,2023-11-21 10:11:55,40290,13.2434,80.27413,14.399,70.18,A,0.0,,,FixOK,17,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:11:58,2023-11-21 10:12:01,40291,13.2434,80.27414,14.5,70.18,A,0.0,,,FixOK,17,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:04,2023-11-21 10:12:07,40292,13.2434,80.27414,14.399,140.58,V,0.0,,,StoredFix,16,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:12:08,2023-11-21 10:12:11,13,13.2434,80.27412,14,263,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:10,2023-11-21 10:12:13,40293,13.24341,80.27412,14.5,263.95,V,0.0,,,StoredFix,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:16,2023-11-21 10:12:19,40294,13.24341,80.27412,14.479,263.95,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:22,2023-11-21 10:12:25,40295,13.24341,80.27409,14.399,243.27,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:28,2023-11-21 10:12:31,40296,13.24343,80.27409,14.299,252.02,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:34,2023-11-21 10:12:37,40297,13.24343,80.2741,14.3,203.05,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:40,2023-11-21 10:12:43,40298,13.24342,80.2741,14.3,203.05,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:46,2023-11-21 10:12:49,40299,13.24342,80.27409,14.339,233.27,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:52,2023-11-21 10:12:55,40300,13.24342,80.27409,14.399,291.8,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:12:58,2023-11-21 10:13:01,40301,13.24343,80.2741,14.6,75.68,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:04,2023-11-21 10:13:07,40302,13.24343,80.2741,14.699,301.76,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:13:08,2023-11-21 10:13:11,8,13.24343,80.27409,14,287,A,,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:10,2023-11-21 10:13:13,40303,13.24343,80.27408,14.699,240.89,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:16,2023-11-21 10:13:19,40304,13.24343,80.27408,14.8,261.48,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:22,2023-11-21 10:13:25,40305,13.24344,80.27408,14.839,261.48,A,0.0,,,FixOK,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:28,2023-11-21 10:13:31,40306,13.24343,80.27409,14.959,158.82,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:34,2023-11-21 10:13:37,40307,13.24341,80.27409,15.199,241.46,V,0.0,,,StoredFix,16,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:40,2023-11-21 10:13:43,40308,13.24338,80.27411,15.3,186.77,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:46,2023-11-21 10:13:49,40309,13.24339,80.27411,15.3,186.77,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:52,2023-11-21 10:13:55,40310,13.2434,80.27411,15.3,104.52,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:13:58,2023-11-21 10:14:01,40311,13.24341,80.27411,15.5,263.32,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:04,2023-11-21 10:14:07,40312,13.24341,80.27411,15.6,291.67,A,0.0,,,FixOK,15,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:14:08,2023-11-21 10:14:11,3,13.24342,80.27411,15,105,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:10,2023-11-21 10:14:13,40313,13.24342,80.27411,15.6,105.54,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:16,2023-11-21 10:14:19,40314,13.24342,80.27411,15.399,307.67,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:22,2023-11-21 10:14:25,40315,13.24342,80.27414,15.3,78.63,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:28,2023-11-21 10:14:31,40316,13.24341,80.27414,15.199,56.47,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:34,2023-11-21 10:14:37,40317,13.24341,80.27418,15.0,63.93,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:40,2023-11-21 10:14:43,40318,13.24341,80.27418,14.399,164.5,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:46,2023-11-21 10:14:49,40319,13.24341,80.27419,14.5,104.75,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:52,2023-11-21 10:14:55,40320,13.24341,80.27419,14.6,12.22,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:14:58,2023-11-21 10:15:01,40321,13.24342,80.27419,14.8,80.73,A,0.0,,,FixOK,15,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:04,2023-11-21 10:15:07,40322,13.24341,80.27418,14.699,181.55,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:15:08,2023-11-21 10:15:11,14,13.24341,80.27418,14,133,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:10,2023-11-21 10:15:13,40323,13.2434,80.27418,14.699,295.98,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:16,2023-11-21 10:15:19,40324,13.2434,80.27416,14.8,295.98,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:22,2023-11-21 10:15:25,40325,13.24339,80.27416,14.699,295.98,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:28,2023-11-21 10:15:31,40326,13.24338,80.27415,14.8,228.08,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:34,2023-11-21 10:15:37,40327,13.24338,80.27416,14.899,107.8,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:40,2023-11-21 10:15:43,40328,13.24338,80.27415,15.199,260.67,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:46,2023-11-21 10:15:49,40329,13.24337,80.27415,15.399,267.67,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:52,2023-11-21 10:15:55,40330,13.24337,80.27412,15.5,236.53,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:15:58,2023-11-21 10:16:01,40331,13.24336,80.27412,15.6,223.38,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:04,2023-11-21 10:16:07,40332,13.24336,80.27411,15.5,220.57,A,0.0,,,FixOK,5,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:16:08,2023-11-21 10:16:10,9,13.24338,80.27411,15,26,A,,,,FixOK,4,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:10,2023-11-21 10:16:13,40333,13.24339,80.27407,15.5,306.08,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:16,2023-11-21 10:16:19,40334,13.24342,80.27408,15.3,268.26,A,0.0,,,FixOK,6,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:22,2023-11-21 10:16:25,40335,13.2434,80.27408,15.199,131.41,A,0.0,,,FixOK,3,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:28,2023-11-21 10:16:31,40336,13.2434,80.2741,15.3,136.94,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:34,2023-11-21 10:16:37,40337,13.24341,80.27413,15.399,80.87,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:40,2023-11-21 10:16:43,40338,13.24341,80.27414,15.3,69.98,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:46,2023-11-21 10:16:49,40339,13.24336,80.27413,14.8,69.98,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:52,2023-11-21 10:16:55,40340,13.24326,80.27411,14.399,186.05,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:16:58,2023-11-21 10:17:01,40341,13.24307,80.2741,15.0,176.38,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:04,2023-11-21 10:17:12,40342,13.24294,80.2741,15.399,182.91,A,0.0,,,FixOK,12,V_0115,DALCC00406
HEARTBEAT_MESSAGE,2023-11-21 10:17:07,2023-11-21 10:17:07,0,0.0,0.0,,,,,,,,,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 10:17:08,2023-11-21 10:17:12,3,13.24289,80.2741,16,190,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:10,2023-11-21 10:17:14,40343,13.24286,80.2741,16.7,187.24,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:16,2023-11-21 10:17:19,40344,13.24275,80.27409,17.899,184.47,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:22,2023-11-21 10:17:25,40345,13.24262,80.27409,17.799,179.94,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:28,2023-11-21 10:17:31,40346,13.24227,80.27408,17.299,182.44,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:34,2023-11-21 10:17:37,40347,13.24199,80.27408,17.5,183.08,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:40,2023-11-21 10:17:43,40348,13.24177,80.27407,17.5,176.47,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:46,2023-11-21 10:17:49,40349,13.2415,80.27407,16.2,178.66,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_VEHICLE_TOWED_START,2023-11-21 10:17:50,2023-11-21 10:17:53,62,13.24132,80.27403,,,,0.0,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 10:17:52,2023-11-21 10:17:55,40350,13.24126,80.27403,15.0,182.36,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_VEHICLE_TOWED_END,2023-11-21 10:17:54,2023-11-21 10:17:58,63,13.24123,80.27405,,,,0.0,,,FixOK,,V_0115,DALCC00406
